comando,texto
modoNormal,Regresando al modo estándar. Acción confirmada.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoNormal,Modo normal activado. Ejecutando ahora.
modoSuper,Entrando al modo super. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Gracias.
apagarLuces,Apagando luces del hogar. Procesando.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
encenderLuces,Activando iluminación general. Procesando.
encenderLuces,Activando iluminación general. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
modoSuper,Modo super activado. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
apagarLuces,Las luces han sido apagadas. Gracias.
abrirPuerta,Abriendo puerta principal.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
modoSuper,Activando estado de máximo nivel.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
modoNormal,Regresando al modo estándar. Gracias.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
encenderLuces,Activando iluminación general. Solicitud recibida.
anteriorMelodia,Retrocediendo a la melodía previa. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Acción confirmada.
encenderLuces,Activando iluminación general. Por favor.
encenderLuces,Activando iluminación general. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical.
modoNormal,Modo normal activado. Procesando.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
modoNormal,Regresando al modo estándar. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Acción confirmada.
apagarLuces,Desactivando iluminación general. Gracias.
anteriorMelodia,Volviendo a la pista anterior.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Iniciando proceso.
modoNormal,Regresando al modo estándar. Solicitud recibida.
modoSuper,Entrando al modo super. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
modoNormal,Modo normal activado. Iniciando proceso.
modoNormal,Modo normal activado. Gracias.
modoSuper,Modo super activado. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
modoSuper,Activando estado de máximo nivel. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
encenderLuces,Activando iluminación general. Por favor.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Gracias.
modoSuper,Entrando al modo super.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
modoSuper,Entrando al modo super. Ejecutando ahora.
modoNormal,Modo normal activado. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Por favor.
siguienteMelodia,Cambiando a la melodía siguiente.
encenderLuces,Activando iluminación general. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
modoNormal,Modo normal activado. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Por favor.
modoNormal,Modo normal activado. Procesando.
cerrarPuerta,Cerrando puerta principal.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
modoSuper,Modo super activado. Procesando.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Solicitud recibida.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
modoNormal,Regresando al modo estándar. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
apagarLuces,Desactivando iluminación general. Procesando.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
modoSuper,Modo super activado. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
cerrarPuerta,Cerrando puerta principal. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
anteriorMelodia,Retrocediendo a la melodía previa. Iniciando proceso.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Por favor.
encenderLuces,Las luces han sido encendidas. Gracias.
anteriorMelodia,Volviendo a la pista anterior. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta.
modoNormal,Reestableciendo estado normal del sistema.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
apagarLuces,Desactivando iluminación general.
abrirPuerta,Iniciando apertura de la puerta.
encenderLuces,Encendiendo luces del hogar. Gracias.
modoSuper,Entrando al modo super. Acción confirmada.
encenderLuces,Activando iluminación general. Ejecutando ahora.
modoSuper,Entrando al modo super. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
apagarLuces,Apagando luces del hogar.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
encenderLuces,Las luces han sido encendidas. Gracias.
modoNormal,Regresando al modo estándar.
abrirPuerta,Iniciando apertura de la puerta.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
apagarLuces,Apagando luces del hogar. Acción confirmada.
modoSuper,Modo super activado. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
modoSuper,Modo super activado. Iniciando proceso.
apagarLuces,Las luces han sido apagadas.
encenderLuces,Activando iluminación general. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Gracias.
modoNormal,Modo normal activado. Gracias.
apagarLuces,Las luces han sido apagadas.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Gracias.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
apagarLuces,Apagando luces del hogar. Gracias.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
modoNormal,Modo normal activado. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Procesando.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
anteriorMelodia,Volviendo a la pista anterior. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
anteriorMelodia,Volviendo a la pista anterior.
apagarLuces,Las luces han sido apagadas. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
modoSuper,Entrando al modo super. Ejecutando ahora.
anteriorMelodia,Volviendo a la pista anterior.
encenderLuces,Activando iluminación general. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Iniciando proceso.
modoSuper,Entrando al modo super. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
modoNormal,Modo normal activado. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Gracias.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
encenderLuces,Activando iluminación general. Acción confirmada.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
encenderLuces,Encendiendo luces del hogar.
modoSuper,Activando estado de máximo nivel. Procesando.
apagarLuces,Desactivando iluminación general.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
modoNormal,Modo normal activado. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Gracias.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Acción confirmada.
modoSuper,Activando estado de máximo nivel. Por favor.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
anteriorMelodia,Retrocediendo a la melodía previa. Por favor.
apagarLuces,Las luces han sido apagadas. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Por favor.
apagarLuces,Apagando luces del hogar. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoSuper,Entrando al modo super. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical. Por favor.
cerrarPuerta,Iniciando cierre de la puerta. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía.
modoNormal,Modo normal activado. Procesando.
modoSuper,Activando estado de máximo nivel. Iniciando proceso.
modoNormal,Regresando al modo estándar. Por favor.
cerrarPuerta,Cerrando puerta principal. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
modoSuper,Entrando al modo super. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
cerrarPuerta,Cerrando puerta principal. Procesando.
modoNormal,Modo normal activado. Solicitud recibida.
apagarLuces,Desactivando iluminación general.
abrirPuerta,Accionando mecanismo para abrir la puerta. Solicitud recibida.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Ejecutando ahora.
modoNormal,Regresando al modo estándar. Gracias.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
modoNormal,Regresando al modo estándar.
modoSuper,Modo super activado. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
apagarLuces,Las luces han sido apagadas. Solicitud recibida.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
abrirPuerta,Iniciando apertura de la puerta. Por favor.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
modoNormal,Modo normal activado.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Iniciando proceso.
modoSuper,Modo super activado. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Solicitud recibida.
abrirPuerta,Iniciando apertura de la puerta. Solicitud recibida.
apagarLuces,Las luces han sido apagadas. Acción confirmada.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
modoSuper,Modo super activado. Por favor.
modoSuper,Modo super activado.
siguienteMelodia,Avanzando a la siguiente pista musical.
siguienteMelodia,Cambiando a la melodía siguiente. Iniciando proceso.
modoSuper,Modo super activado. Procesando.
modoNormal,Regresando al modo estándar. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Ejecutando ahora.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
modoSuper,Activando estado de máximo nivel.
apagarLuces,Apagando luces del hogar.
siguienteMelodia,Avanzando a la siguiente pista musical.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Gracias.
apagarLuces,Las luces han sido apagadas.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
encenderLuces,Activando iluminación general. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
modoNormal,Modo normal activado. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
siguienteMelodia,Avanzando a la siguiente pista musical.
apagarLuces,Apagando luces del hogar. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Procesando.
modoNormal,Regresando al modo estándar. Gracias.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Iniciando proceso.
cerrarPuerta,Iniciando cierre de la puerta.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
apagarLuces,Desactivando iluminación general.
anteriorMelodia,Retrocediendo a la melodía previa. Acción confirmada.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Por favor.
encenderLuces,Activando iluminación general. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
cerrarPuerta,Cerrando puerta principal. Gracias.
siguienteMelodia,Avanzando a la siguiente pista musical. Procesando.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
encenderLuces,Las luces han sido encendidas. Procesando.
cerrarPuerta,Iniciando cierre de la puerta. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Por favor.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
siguienteMelodia,Cambiando a la melodía siguiente. Solicitud recibida.
modoSuper,Entrando al modo super. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente.
modoSuper,Activando estado de máximo nivel.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
modoNormal,Modo normal activado. Solicitud recibida.
encenderLuces,Activando iluminación general. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Acción confirmada.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Por favor.
modoSuper,Modo super activado. Por favor.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
encenderLuces,Encendiendo luces del hogar. Ejecutando ahora.
modoNormal,Modo normal activado. Acción confirmada.
modoSuper,Entrando al modo super. Procesando.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
modoNormal,Regresando al modo estándar. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
encenderLuces,Activando iluminación general. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
siguienteMelodia,Reproduciendo la siguiente melodía. Iniciando proceso.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
modoNormal,Reestableciendo estado normal del sistema. Procesando.
anteriorMelodia,Volviendo a la pista anterior. Acción confirmada.
modoNormal,Reestableciendo estado normal del sistema. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
anteriorMelodia,Retrocediendo a la melodía previa. Procesando.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
anteriorMelodia,Volviendo a la pista anterior.
siguienteMelodia,Cambiando a la melodía siguiente. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Iniciando proceso.
modoNormal,Modo normal activado. Solicitud recibida.
siguienteMelodia,Cambiando a la melodía siguiente. Por favor.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
anteriorMelodia,Volviendo a la pista anterior. Ejecutando ahora.
modoSuper,Modo super activado. Iniciando proceso.
modoSuper,Entrando al modo super. Ejecutando ahora.
modoNormal,Regresando al modo estándar.
anteriorMelodia,Volviendo a la pista anterior. Gracias.
apagarLuces,Desactivando iluminación general. Iniciando proceso.
modoSuper,Entrando al modo super. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
modoSuper,Activando estado de máximo nivel. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía. Ejecutando ahora.
apagarLuces,Apagando luces del hogar. Por favor.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
encenderLuces,Activando iluminación general. Iniciando proceso.
cerrarPuerta,Cerrando puerta principal. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta. Gracias.
modoSuper,Modo super activado. Iniciando proceso.
modoNormal,Modo normal activado. Gracias.
modoNormal,Regresando al modo estándar. Procesando.
anteriorMelodia,Retrocediendo a la melodía previa. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
encenderLuces,Activando iluminación general. Iniciando proceso.
modoSuper,Entrando al modo super. Procesando.
anteriorMelodia,Reproduciendo la melodía anterior. Gracias.
modoSuper,Modo super activado.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
encenderLuces,Activando iluminación general. Procesando.
encenderLuces,Las luces han sido encendidas. Gracias.
siguienteMelodia,Reproduciendo la siguiente melodía.
cerrarPuerta,Iniciando cierre de la puerta. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
cerrarPuerta,Iniciando cierre de la puerta.
modoNormal,Modo normal activado. Gracias.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
modoSuper,Activando estado de máximo nivel.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía. Solicitud recibida.
siguienteMelodia,Reproduciendo la siguiente melodía.
encenderLuces,Encendiendo luces del hogar. Por favor.
modoSuper,Modo super activado. Acción confirmada.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Gracias.
encenderLuces,Activando iluminación general. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta. Por favor.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
encenderLuces,Las luces han sido encendidas. Procesando.
apagarLuces,Apagando luces del hogar. Iniciando proceso.
abrirPuerta,Iniciando apertura de la puerta. Iniciando proceso.
modoNormal,Regresando al modo estándar. Iniciando proceso.
modoNormal,Regresando al modo estándar. Por favor.
cerrarPuerta,Iniciando cierre de la puerta. Gracias.
cerrarPuerta,Iniciando cierre de la puerta. Acción confirmada.
cerrarPuerta,Iniciando cierre de la puerta.
cerrarPuerta,Accionando mecanismo para cerrar la puerta.
anteriorMelodia,Retrocediendo a la melodía previa. Solicitud recibida.
modoSuper,Activando estado de máximo nivel. Acción confirmada.
encenderLuces,Activando iluminación general. Solicitud recibida.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Gracias.
modoNormal,Modo normal activado. Acción confirmada.
abrirPuerta,Abriendo puerta principal. Gracias.
cerrarPuerta,Cerrando puerta principal. Iniciando proceso.
apagarLuces,Apagando luces del hogar. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Acción confirmada.
modoNormal,Modo normal activado. Iniciando proceso.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior. Solicitud recibida.
anteriorMelodia,Reproduciendo la melodía anterior.
modoSuper,Entrando al modo super. Por favor.
modoNormal,Regresando al modo estándar.
modoSuper,Activando estado de máximo nivel. Gracias.
modoNormal,Modo normal activado. Ejecutando ahora.
siguienteMelodia,Reproduciendo la siguiente melodía. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Procesando.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
apagarLuces,Desactivando iluminación general. Gracias.
modoSuper,Modo super activado. Iniciando proceso.
modoNormal,Reestableciendo estado normal del sistema. Solicitud recibida.
siguienteMelodia,Avanzando a la siguiente pista musical. Ejecutando ahora.
anteriorMelodia,Volviendo a la pista anterior. Procesando.
encenderLuces,Activando iluminación general. Gracias.
cerrarPuerta,Cerrando puerta principal. Procesando.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
modoSuper,Activando estado de máximo nivel.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
abrirPuerta,Accionando mecanismo para abrir la puerta. Acción confirmada.
abrirPuerta,Accionando mecanismo para abrir la puerta.
abrirPuerta,Abriendo puerta principal. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Acción confirmada.
siguienteMelodia,Avanzando a la siguiente pista musical. Gracias.
anteriorMelodia,Reproduciendo la melodía anterior. Por favor.
modoSuper,Entrando al modo super. Iniciando proceso.
siguienteMelodia,Avanzando a la siguiente pista musical.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Por favor.
abrirPuerta,Accionando mecanismo para abrir la puerta. Ejecutando ahora.
encenderLuces,Encendiendo luces del hogar. Iniciando proceso.
encenderLuces,Encendiendo luces del hogar. Solicitud recibida.
cerrarPuerta,Cerrando puerta principal. Gracias.
encenderLuces,Encendiendo luces del hogar.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
encenderLuces,Las luces han sido encendidas. Ejecutando ahora.
encenderLuces,Las luces han sido encendidas. Acción confirmada.
apagarLuces,Las luces han sido apagadas. Iniciando proceso.
encenderLuces,Activando iluminación general. Procesando.
modoSuper,Activando estado de máximo nivel. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal. Solicitud recibida.
anteriorMelodia,Volviendo a la pista anterior. Por favor.
encenderLuces,Activando iluminación general. Iniciando proceso.
modoNormal,Regresando al modo estándar. Solicitud recibida.
modoSuper,Entrando al modo super. Gracias.
apagarLuces,Las luces han sido apagadas.
modoSuper,Entrando al modo super. Por favor.
modoSuper,Entrando al modo super. Por favor.
siguienteMelodia,Reproduciendo la siguiente melodía. Procesando.
apagarLuces,Desactivando iluminación general. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal. Gracias.
modoNormal,Reestableciendo estado normal del sistema. Iniciando proceso.
siguienteMelodia,Cambiando a la melodía siguiente. Ejecutando ahora.
abrirPuerta,Accionando mecanismo para abrir la puerta. Procesando.
apagarLuces,Desactivando iluminación general. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Gracias.
abrirPuerta,Iniciando apertura de la puerta. Ejecutando ahora.
cerrarPuerta,Accionando mecanismo para cerrar la puerta. Acción confirmada.
apagarLuces,Desactivando iluminación general. Acción confirmada.
modoNormal,Modo normal activado. Acción confirmada.
abrirPuerta,Iniciando apertura de la puerta. Procesando.
modoSuper,Modo super activado. Gracias.
modoSuper,Entrando al modo super. Iniciando proceso.
abrirPuerta,Abriendo puerta principal. Ejecutando ahora.
abrirPuerta,Abriendo puerta principal.
apagarLuces,Apagando luces del hogar. Solicitud recibida.
apagarLuces,Desactivando iluminación general. Gracias.
